text,characters,words,page_number,font_size,is_bold,font_threshold_flag,y_position,x_position,relative_font_size,text_case,verbs,nouns,adjectives,adverbs,pronouns,cardinal_numbers,coordinating_conjunctions,starts_with_number,ends_with_colon,has_punctuation,relative_y_position,avg_word_length,word_density,verb_ratio,noun_ratio,adjective_ratio,is_short,is_very_short,is_heading
needed during various language activities. It is also important to note that these,82,13,7,9.479999542236328,0,0,402.6225891113281,85.10399627685547,1.0,3,0,0,0,0,0,0,0,0,0,1,0.5204431701737596,6.3076923076923075,0.15853658536585366,0.0,0.0,0.0,0,0,0
students were not very willing to use their MobDs at home in view of the fact that they,87,18,7,9.479999542236328,0,0,414.2625732421875,85.10399627685547,1.0,3,0,0,0,0,0,0,0,0,0,0,0.5051525500128504,4.833333333333333,0.20689655172413793,0.0,0.0,0.0,0,0,0
favored their home computers. For example:,42,6,7,9.479999542236328,0,0,425.7825927734375,85.10399627685547,1.0,3,0,0,0,0,0,0,0,0,1,1,0.490019518823263,7.0,0.14285714285714285,0.0,0.0,0.0,1,0,0
S7: I use them outside of University in order to learn and practice English,75,14,7,9.479999542236328,0,0,442.58258056640625,120.5,1.0,3,0,0,0,0,0,0,0,0,0,0,0.4679505684568135,5.357142857142857,0.18666666666666668,0.0,0.0,0.0,0,0,0
vocabulary and to prepare multimedia presentations. ,52,6,7,9.479999542236328,0,0,454.1025695800781,120.5,1.0,0,0,0,0,0,0,0,0,0,0,1,0.4528175773560002,8.666666666666666,0.11538461538461539,0.0,0.0,0.0,1,0,0
"S13: In my free time I learn English words and phrases, listen to English",73,14,7,9.479999542236328,0,0,470.902587890625,120.5,1.0,3,0,0,0,0,0,0,0,0,0,1,0.43074858690077655,5.214285714285714,0.1917808219178082,0.0,0.0,0.0,0,0,0
recordings and I read various texts in English. ,48,8,7,9.479999542236328,0,0,482.4225769042969,120.5,1.0,3,0,0,0,0,0,0,0,0,0,1,0.41561559579996327,6.0,0.16666666666666666,0.0,0.0,0.0,1,0,0
"S19: Yes, I use my smartphone and tablet for out-of-class learning but I also",77,14,7,9.479999542236328,0,0,499.2225646972656,120.5,1.0,3,0,0,0,0,0,0,0,0,0,1,0.3935466454335138,5.5,0.18181818181818182,0.0,0.0,0.0,0,0,0
use them during classes mostly to check words and collocations. ,64,10,7,9.479999542236328,0,0,510.74261474609375,120.5,1.0,0,0,0,0,0,0,0,0,0,0,1,0.37841357415515214,6.4,0.15625,0.0,0.0,0.0,1,0,0
S16: I think I do this during practical English language classes more regularly in,82,14,7,9.479999542236328,0,0,527.5725708007812,120.5,1.0,3,0,0,0,0,0,0,0,0,0,0,0.3563052566124529,5.857142857142857,0.17073170731707318,0.0,0.0,0.0,0,0,0
the classroom than outside of it (...) In the classroom I check English words in,80,15,7,9.479999542236328,0,0,539.2125854492188,120.5,1.0,3,0,0,0,0,0,0,0,0,0,1,0.3410145963627696,5.333333333333333,0.1875,0.0,0.0,0.0,0,0,0
"digital dictionaries (...) I do this to check words, spelling, or to recall some words",86,15,7,9.479999542236328,0,0,550.7326049804688,120.5,1.0,3,0,0,0,0,0,0,0,0,0,1,0.3258815651731821,5.733333333333333,0.1744186046511628,0.0,0.0,0.0,0,0,0
(...) or I use my smartphone to look for synonyms (...). ,57,11,7,9.479999542236328,0,0,562.2525634765625,120.5,1.0,3,0,0,0,0,0,0,0,0,0,1,0.310748614161143,5.181818181818182,0.19298245614035087,0.0,0.0,0.0,0,0,0
The analysis of the gathered data also demonstrated that the majority of the,76,13,7,9.479999542236328,0,0,579.0525512695312,85.10399627685547,1.0,3,0,0,0,0,0,0,0,0,0,0,0.2886796637946935,5.846153846153846,0.17105263157894737,0.0,0.0,0.0,0,0,0
interviewees (13 or 65%) were in favor of using their smartphones and/or tablet,79,13,7,9.479999542236328,0,0,590.5725708007812,85.10399627685547,1.0,0,0,0,0,0,0,0,0,0,0,0,0.27354663260510603,6.076923076923077,0.16455696202531644,0.0,0.0,0.0,0,0,0
computers for informal English learning (i.e. learning the target language for pleasure),88,12,7,9.479999542236328,0,0,602.0925903320312,85.10399627685547,1.0,3,0,0,0,0,0,0,0,0,0,1,0.25841360141551856,7.333333333333333,0.13636363636363635,0.0,0.0,0.0,0,0,0
and 7 (35%) students associated the use of their MobDs with formal learning (i.e.,81,14,7,9.479999542236328,0,0,613.7326049804688,85.10399627685547,1.0,3,0,0,0,0,0,0,0,0,0,1,0.24312294116583527,5.785714285714286,0.1728395061728395,0.0,0.0,0.0,0,0,0
"related to their studies). It should be noted, however, that only two interviewees",82,13,7,9.479999542236328,0,0,625.2525634765625,85.10399627685547,1.0,3,0,0,0,0,0,0,0,0,0,1,0.22798999015379617,6.3076923076923075,0.15853658536585366,0.0,0.0,0.0,0,0,0
claimed to hold and somewhat organize regular mobile English language sessions:,79,11,7,9.479999542236328,0,0,636.7725830078125,85.10399627685547,1.0,3,0,0,0,0,0,0,0,0,1,0,0.2128569589642087,7.181818181818182,0.13924050632911392,0.0,0.0,0.0,0,0,0
"S10: I think this is what I have talked about earlier, I mean these chats with my",81,17,7,9.479999542236328,0,0,653.5725708007812,120.5,1.0,3,0,0,0,0,0,0,0,0,0,1,0.1907880085977592,4.764705882352941,0.20987654320987653,0.0,0.0,0.0,0,0,0
friends. Perhaps we don’t chat very regularly ... we chat three times a week and,80,15,7,9.479999542236328,0,0,665.0925903320312,120.5,1.0,3,0,0,0,0,0,0,0,0,0,1,0.17565497740817176,5.333333333333333,0.1875,0.0,0.0,0.0,0,0,0
"that’s it but, at the same time, it’s not sporadic because we arrange it and it",79,16,7,9.479999542236328,0,0,676.632568359375,120.5,1.0,0,0,0,0,0,0,0,0,0,0,1,0.16049572816026722,4.9375,0.20253164556962025,0.0,0.0,0.0,0,0,0
takes place pretty regularly. ,30,4,7,9.479999542236328,0,0,688.2725830078125,120.5,1.0,0,0,0,0,0,0,0,0,0,0,1,0.1452050679105839,7.5,0.13333333333333333,0.0,0.0,0.0,1,1,0
S16: I often watch videos on YouTube and I do this the most often through my,76,16,7,9.479999542236328,0,0,705.0725708007812,120.5,1.0,3,0,0,0,0,0,0,0,0,0,0,0.12313611754413444,4.75,0.21052631578947367,0.0,0.0,0.0,0,0,0
smartphone. ,12,1,7,9.479999542236328,0,0,716.5925903320312,120.5,1.0,0,0,0,0,0,0,0,0,0,0,1,0.10800308635454696,12.0,0.08333333333333333,0.0,0.0,0.0,1,1,0
"Finally, it has to be noted that the use of mobile devices was not explicitly advised or",88,17,7,9.479999542236328,0,0,733.392578125,85.10399627685547,1.0,3,0,0,0,0,0,0,0,0,0,1,0.08593413598809749,5.176470588235294,0.19318181818181818,0.0,0.0,0.0,0,0,0
suggested by the interviewees’ teachers during their practical English language classes,87,11,7,9.479999542236328,0,0,744.91259765625,85.10399627685547,1.0,3,0,0,0,0,0,0,0,0,0,0,0.07080110479851001,7.909090909090909,0.12643678160919541,0.0,0.0,0.0,0,0,0
"or any other classes at the university. This is not to say, of course, that they never",86,17,7,9.479999542236328,0,0,756.4325561523438,85.10399627685547,1.0,3,0,0,0,0,0,0,0,0,0,1,0.055668153786470914,5.0588235294117645,0.19767441860465115,0.0,0.0,0.0,0,0,0
"The EUROCALL Review, Volume 25, No. 2, September 2017",53,9,8,11.039999961853027,0,1,37.559967041015625,166.6999969482422,1.1645570142346964,3,0,0,0,0,0,0,0,0,0,1,1.0,5.888888888888889,0.16981132075471697,0.0,0.0,0.0,1,0,0
25,2,1,8,8.039999961853027,0,0,798.8099365234375,293.57000732421875,0.8481013027513706,3,0,0,0,0,0,0,0,0,0,0,0.0,2.0,0.5,0.0,0.0,0.0,1,1,0
"referred their students to electronic or online resources; however, they did not ask",84,13,8,9.479999542236328,0,0,70.89258575439453,85.10399627685547,1.0,0,0,0,0,0,0,0,0,0,0,1,0.9562133069955432,6.461538461538462,0.15476190476190477,0.0,0.0,0.0,0,0,0
"students to use them in classes, they did not recommend any mobile apps or design",81,15,8,9.479999542236328,0,0,82.53260040283203,85.10399627685547,1.0,0,0,0,0,0,0,0,0,0,0,1,0.9409226467458599,5.4,0.18518518518518517,0.0,0.0,0.0,0,0,0
language tasks which required  using such devices in order to solve them.,73,12,8,9.479999542236328,0,0,94.05255889892578,85.10399627685547,1.0,0,0,0,0,0,0,0,0,0,0,1,0.9257896957338207,6.083333333333333,0.1643835616438356,0.0,0.0,0.0,0,0,0
4.5. Language practiced ,24,3,8,9.479999542236328,0,0,110.85260772705078,120.5,1.0,3,0,0,0,0,0,0,0,0,0,1,0.903720665189823,8.0,0.125,0.0,0.0,0.0,1,1,0
When asked to indicate the most frequently practiced language skills and subsystems by,86,13,8,9.479999542236328,0,0,127.65259552001953,85.10399627685547,1.0,3,0,0,0,0,0,0,0,0,0,0,0.8816517148233735,6.615384615384615,0.1511627906976744,0.0,0.0,0.0,0,0,0
"means of mobile devices, all the interviewees indicated the target language vocabulary.",87,12,8,9.479999542236328,0,0,139.172607421875,85.10399627685547,1.0,0,0,0,0,0,0,0,0,0,0,1,0.8665186936559796,7.25,0.13793103448275862,0.0,0.0,0.0,0,0,0
"In addition to this, some referred to pronunciation and only a few students mentioned",85,14,8,9.479999542236328,0,0,150.69256591796875,85.10399627685547,1.0,3,0,0,0,0,0,0,0,0,0,1,0.8513857426439404,6.071428571428571,0.16470588235294117,0.0,0.0,0.0,0,0,0
"grammar and practicing reading, listening and speaking skills. As far as practicing",83,12,8,9.479999542236328,0,0,162.21258544921875,85.10399627685547,1.0,3,0,0,0,0,0,0,0,0,0,1,0.836252711454353,6.916666666666667,0.14457831325301204,0.0,0.0,0.0,0,0,0
"English vocabulary is concerned, the subjects chose to practice it through their",80,12,8,9.479999542236328,0,0,173.85260009765625,85.10399627685547,1.0,3,0,0,0,0,0,0,0,0,0,1,0.8209620512046697,6.666666666666667,0.15,0.0,0.0,0.0,0,0,0
smartphones and/or tables because they regarded this language subsystem as the most,83,12,8,9.479999542236328,0,0,185.37255859375,85.10399627685547,1.0,0,0,0,0,0,0,0,0,0,0,0,0.8058291001926305,6.916666666666667,0.14457831325301204,0.0,0.0,0.0,0,0,0
"important to learn, they praised their MobDs for providing them with quick and easy",83,14,8,9.479999542236328,0,0,196.892578125,85.10399627685547,1.0,3,0,0,0,0,0,0,0,0,0,1,0.7906960690030431,5.928571428571429,0.1686746987951807,0.0,0.0,0.0,0,0,0
access to needed words and see the way they were used in given sentences. As was,80,16,8,9.479999542236328,0,0,208.41259765625,85.10399627685547,1.0,3,0,0,0,0,0,0,0,0,0,1,0.7755630378134556,5.0,0.2,0.0,0.0,0.0,0,0,0
"stressed by many of the interviewees, learning English vocabulary by means of mobile",84,13,8,9.479999542236328,0,0,219.96258544921875,85.10399627685547,1.0,3,0,0,0,0,0,0,0,0,0,1,0.7603906394476184,6.461538461538462,0.15476190476190477,0.0,0.0,0.0,0,0,0
devices also allowed them to check correct pronunciation of words (i.e. they listened to,88,14,8,9.479999542236328,0,0,231.60260009765625,85.10399627685547,1.0,0,0,0,0,0,0,0,0,0,0,1,0.745099979197935,6.285714285714286,0.1590909090909091,0.0,0.0,0.0,0,0,0
it or paid attention to phonetic transcription of words). The following excerpts exemplify,90,13,8,9.479999542236328,0,0,243.12255859375,85.10399627685547,1.0,3,0,0,0,0,0,0,0,0,0,1,0.729967028185896,6.923076923076923,0.14444444444444443,0.0,0.0,0.0,0,0,0
the most typical usage of MobDs by the study participants:,58,10,8,9.479999542236328,0,0,254.642578125,85.10399627685547,1.0,3,0,0,0,0,0,0,0,0,1,0,0.7148339969963085,5.8,0.1724137931034483,0.0,0.0,0.0,1,0,0
S3: (…) as for vocabulary I guess it’s much faster to search for words and know,79,16,8,9.479999542236328,0,0,271.44256591796875,120.5,1.0,3,0,0,0,0,0,0,0,0,0,0,0.692765046629859,4.9375,0.20253164556962025,0.0,0.0,0.0,0,0,0
how to use them in sentences. ,30,6,8,9.479999542236328,0,0,282.96258544921875,120.5,1.0,0,0,0,0,0,0,0,0,0,0,1,0.6776320154402715,5.0,0.2,0.0,0.0,0.0,1,0,0
S6: It’s easy and it’s very easy to look for words when I need them. ,69,15,8,9.479999542236328,0,0,299.7625732421875,120.5,1.0,3,0,0,0,0,0,0,0,0,0,1,0.6555630650738221,4.6,0.21739130434782608,0.0,0.0,0.0,0,0,0
S12:  (…) I need vocabulary not only to communicate in English (…) when I look,78,15,8,9.479999542236328,0,0,316.56256103515625,120.5,1.0,3,0,0,0,0,0,0,0,0,0,0,0.6334941147073726,5.2,0.19230769230769232,0.0,0.0,0.0,0,0,0
for words I look at contexts words are used (...) I always pay attention to,75,15,8,9.479999542236328,0,0,328.08258056640625,120.5,1.0,3,0,0,0,0,0,0,0,0,0,1,0.6183610835177851,5.0,0.2,0.0,0.0,0.0,0,0,0
spelling and also listen to pronunciation (How about phonetic transcription of,78,11,8,9.479999542236328,0,0,339.7225646972656,120.5,1.0,3,0,0,0,0,0,0,0,0,0,0,0.603070463356876,7.090909090909091,0.14102564102564102,0.0,0.0,0.0,0,0,0
words?) Phonetic transcription of words ... yes but not often unless audio is poor,82,14,8,9.479999542236328,0,0,351.2425842285156,120.5,1.0,3,0,0,0,0,0,0,0,0,0,1,0.5879374321672886,5.857142857142857,0.17073170731707318,0.0,0.0,0.0,0,0,0
quality or it seems to sound somehow differently ... then I make sure how a,75,15,8,9.479999542236328,0,0,362.7625732421875,120.5,1.0,3,0,0,0,0,0,0,0,0,0,1,0.5728044410664752,5.0,0.2,0.0,0.0,0.0,0,0,0
word is pronounced and I read its phonetic transcription given there. ,70,11,8,9.479999542236328,0,0,374.3025817871094,120.5,1.0,3,0,0,0,0,0,0,0,0,0,1,0.5576451517297966,6.363636363636363,0.15714285714285714,0.0,0.0,0.0,0,0,0
"As mentioned earlier, only a few students resorted to their MobDs in order to practice",86,15,8,9.479999542236328,0,0,391.1025695800781,85.10399627685547,1.0,3,0,0,0,0,0,0,0,0,0,1,0.535576201363347,5.733333333333333,0.1744186046511628,0.0,0.0,0.0,0,0,0
"other language areas such as listening, reading and speaking as well as grammar. This",85,14,8,9.479999542236328,0,0,402.6225891113281,85.10399627685547,1.0,3,0,0,0,0,0,0,0,0,0,1,0.5204431701737596,6.071428571428571,0.16470588235294117,0.0,0.0,0.0,0,0,0
"is because they preferred more traditional resources (e.g. grammar books), they used",84,12,8,9.479999542236328,0,0,414.2625732421875,85.10399627685547,1.0,0,0,0,0,0,0,0,0,0,0,1,0.5051525500128504,7.0,0.14285714285714285,0.0,0.0,0.0,0,0,0
other devices (e.g. laptop computers) or they regarded themselves as quite proficient in,88,13,8,9.479999542236328,0,0,425.7825927734375,85.10399627685547,1.0,0,0,0,0,0,0,0,0,0,0,1,0.490019518823263,6.769230769230769,0.14772727272727273,0.0,0.0,0.0,0,0,0
particular language skills and thus they did not feel the need to master them by way of,87,17,8,9.479999542236328,0,0,437.3025817871094,85.10399627685547,1.0,0,0,0,0,0,0,0,0,0,0,0,0.4748865277224497,5.117647058823529,0.19540229885057472,0.0,0.0,0.0,0,0,0
MobDs. Representative excerpts from the interviewees’ responses follow:,71,8,8,9.479999542236328,0,0,448.82257080078125,85.10399627685547,1.0,3,0,0,0,0,0,0,0,0,1,1,0.4597535366216364,8.875,0.11267605633802817,0.0,0.0,0.0,1,0,0
"S3: When it comes to grammar, for me it’s more convenient to use grammar",72,14,8,9.479999542236328,0,0,465.6225891113281,120.5,1.0,3,0,0,0,0,0,0,0,0,0,1,0.4376845461664127,5.142857142857143,0.19444444444444445,0.0,0.0,0.0,0,0,0
books to learn it. ,19,4,8,9.479999542236328,0,0,477.2625732421875,120.5,1.0,0,0,0,0,0,0,0,0,0,0,1,0.42239392600550363,4.75,0.21052631578947367,0.0,0.0,0.0,1,1,0
S2: (…) I’m pretty good at English grammar and listening and I don’t have to,76,15,8,9.479999542236328,0,0,493.94256591796875,120.5,1.0,3,0,0,0,0,0,0,0,0,0,0,0.40048260469915,5.066666666666666,0.19736842105263158,0.0,0.0,0.0,0,0,0
use my smartphone to learn these language elements. ,52,8,8,9.479999542236328,0,0,505.58258056640625,120.5,1.0,0,0,0,0,0,0,0,0,0,0,1,0.3851919444494667,6.5,0.15384615384615385,0.0,0.0,0.0,1,0,0
S12: I think I’m quite good at grammar and I practice listening skills by means,79,15,8,9.479999542236328,0,0,522.4125366210938,120.5,1.0,3,0,0,0,0,0,0,0,0,0,0,0.36308362690676743,5.266666666666667,0.189873417721519,0.0,0.0,0.0,0,0,0
of my laptop computer. ,23,4,8,9.479999542236328,0,0,533.9325561523438,120.5,1.0,0,0,0,0,0,0,0,0,0,0,1,0.34795059571717996,5.75,0.17391304347826086,0.0,0.0,0.0,1,1,0
4.6. Study performance ,23,3,8,9.479999542236328,0,0,550.7326049804688,120.5,1.0,3,0,0,0,0,0,0,0,0,0,1,0.3258815651731821,7.666666666666667,0.13043478260869565,0.0,0.0,0.0,1,1,0
There is evidence that the use of mobile devices became an impetus for studying,79,14,8,9.479999542236328,0,0,567.5325927734375,85.10399627685547,1.0,3,0,0,0,0,0,0,0,0,0,0,0.3038126148067326,5.642857142857143,0.17721518987341772,0.0,0.0,0.0,0,0,0
English more and learn this language more effectively and efficiently (this advantageous,88,12,8,9.479999542236328,0,0,579.0525512695312,85.10399627685547,1.0,3,0,0,0,0,0,0,0,0,0,0,0.2886796637946935,7.333333333333333,0.13636363636363635,0.0,0.0,0.0,0,0,0
effect was expressed by as many as 15 or 75% interviewees). This is because  access to,86,16,8,9.479999542236328,0,0,590.5725708007812,85.10399627685547,1.0,3,0,0,0,0,0,0,0,0,0,1,0.27354663260510603,5.375,0.18604651162790697,0.0,0.0,0.0,0,0,0
a smartphone or a tablet allows some learners  devote more time to learning English,83,14,8,9.479999542236328,0,0,602.0925903320312,85.10399627685547,1.0,3,0,0,0,0,0,0,0,0,0,0,0.25841360141551856,5.928571428571429,0.1686746987951807,0.0,0.0,0.0,0,0,0
"(S1: Yes, I think so. I think I spend more time ... If I was to use traditional materials,",90,19,8,9.479999542236328,0,0,613.7326049804688,85.10399627685547,1.0,3,0,0,0,0,0,0,0,0,0,1,0.24312294116583527,4.7368421052631575,0.2111111111111111,0.0,0.0,0.0,0,0,0
"for example, books, I wouldn’t devote so much time to it.; S15: It seems to me that I",85,18,8,9.479999542236328,0,0,625.2525634765625,85.10399627685547,1.0,3,0,0,0,0,0,0,0,0,0,1,0.22798999015379617,4.722222222222222,0.21176470588235294,0.0,0.0,0.0,0,0,0
"dedicate more time to learn English this way and I learn more. ), encouraged another",84,15,8,9.479999542236328,0,0,636.7725830078125,85.10399627685547,1.0,3,0,0,0,0,0,0,0,0,0,1,0.2128569589642087,5.6,0.17857142857142858,0.0,0.0,0.0,0,0,0
student to learn more (S6: I’m more willing to use my smartphone than open a paper,82,16,8,9.479999542236328,0,0,648.2925415039062,85.10399627685547,1.0,3,0,0,0,0,0,0,0,0,0,0,0.1977240079521696,5.125,0.1951219512195122,0.0,0.0,0.0,0,0,0
"dictionary. ) and allowed yet another subject to learn more vocabulary (S12: Yes,",81,13,8,9.479999542236328,0,0,659.9325561523438,85.10399627685547,1.0,3,0,0,0,0,0,0,0,0,0,1,0.1824333477024863,6.230769230769231,0.16049382716049382,0.0,0.0,0.0,0,0,0
definitely. I wouldn’t have learned these words if I hadn’t used my phone. ). Such,82,15,8,9.479999542236328,0,0,671.4525756835938,85.10399627685547,1.0,3,0,0,0,0,0,0,0,0,0,1,0.1673003165128988,5.466666666666667,0.18292682926829268,0.0,0.0,0.0,0,0,0
beneficial outcomes of the use of MobDs are best described by one of the interviewees,85,15,8,9.479999542236328,0,0,682.9926147460938,85.10399627685547,1.0,3,0,0,0,0,0,0,0,0,0,0,0.15214098708744592,5.666666666666667,0.17647058823529413,0.0,0.0,0.0,0,0,0
who said:,9,2,8,9.479999542236328,0,0,694.5125732421875,85.10399627685547,1.0,0,0,0,0,0,0,0,0,0,1,0,0.13700803607540682,4.5,0.2222222222222222,0.0,0.0,0.0,1,1,0
If I’m to say that I devote more time for learning English it’s because I can,77,16,8,9.479999542236328,0,0,711.3125610351562,120.5,1.0,3,0,0,0,0,0,0,0,0,0,0,0.11493908570895735,4.8125,0.2077922077922078,0.0,0.0,0.0,0,0,0
devote more time to learning it ... in the way I compare a paper dictionary with,80,16,8,9.479999542236328,0,0,722.8325805664062,120.5,1.0,3,0,0,0,0,0,0,0,0,0,1,0.09980605451936987,5.0,0.2,0.0,0.0,0.0,0,0,0
an online one ... for example to check one word ... If I use a traditional,74,16,8,9.479999542236328,0,0,734.4725952148438,120.5,1.0,3,0,0,0,0,0,0,0,0,0,1,0.08451539426968656,4.625,0.21621621621621623,0.0,0.0,0.0,0,0,0
"dictionary it takes me longer, say three minutes, but If I use an online dictionary",83,15,8,9.479999542236328,0,0,745.9925537109375,120.5,1.0,3,0,0,0,0,0,0,0,0,0,1,0.06938244325764746,5.533333333333333,0.18072289156626506,0.0,0.0,0.0,0,0,0
"it takes me, say, ten seconds (...) this way I can devote less time to looking for",82,17,8,9.479999542236328,0,0,757.5125732421875,120.5,1.0,3,0,0,0,0,0,0,0,0,0,1,0.05424941206805999,4.823529411764706,0.2073170731707317,0.0,0.0,0.0,0,0,0
"The EUROCALL Review, Volume 25, No. 2, September 2017",53,9,9,11.039999961853027,0,1,37.559967041015625,166.6999969482422,1.1645570142346964,3,0,0,0,0,0,0,0,0,0,1,1.0,5.888888888888889,0.16981132075471697,0.0,0.0,0.0,1,0,0
26,2,1,9,8.039999961853027,0,0,798.8099365234375,293.57000732421875,0.8481013027513706,3,0,0,0,0,0,0,0,0,0,0,0.0,2.0,0.5,0.0,0.0,0.0,1,1,0
"information and more on language production, on the use of English ... there is",79,14,9,9.479999542236328,0,0,70.89258575439453,120.5,1.0,3,0,0,0,0,0,0,0,0,0,1,0.9562133069955432,5.642857142857143,0.17721518987341772,0.0,0.0,0.0,0,0,0
less time used but it’s more effective. (S14),45,8,9,9.479999542236328,0,0,82.53260040283203,120.5,1.0,3,0,0,0,0,0,0,0,0,0,1,0.9409226467458599,5.625,0.17777777777777778,0.0,0.0,0.0,1,0,0
It is also interesting to note that the use of mobile devices might be valuable for,83,16,9,9.479999542236328,0,0,99.33258819580078,85.10399627685547,1.0,3,0,0,0,0,0,0,0,0,0,0,0.9188536963794104,5.1875,0.1927710843373494,0.0,0.0,0.0,0,0,0
kinesthetic or tactical language learners:,42,5,9,9.479999542236328,0,0,110.85260772705078,85.10399627685547,1.0,0,0,0,0,0,0,0,0,0,1,0,0.903720665189823,8.4,0.11904761904761904,0.0,0.0,0.0,1,1,0
I think I spend more time … for me it’s much nicer and more interesting than,76,16,9,9.479999542236328,0,0,127.65259552001953,120.5,1.0,3,0,0,0,0,0,0,0,0,0,0,0.8816517148233735,4.75,0.21052631578947367,0.0,0.0,0.0,0,0,0
sitting and reading books … it’s better for me since I’m kinesthetic so it’s hard,81,15,9,9.479999542236328,0,0,139.172607421875,120.5,1.0,3,0,0,0,0,0,0,0,0,0,0,0.8665186936559796,5.4,0.18518518518518517,0.0,0.0,0.0,0,0,0
for me to sit and read a traditional book ... it’s because I don’t remember then,80,16,9,9.479999542236328,0,0,150.69256591796875,120.5,1.0,3,0,0,0,0,0,0,0,0,0,1,0.8513857426439404,5.0,0.2,0.0,0.0,0.0,0,0,0
much but when I use my smartphone which is mobile I can ... I can do it while,77,18,9,9.479999542236328,0,0,162.21258544921875,120.5,1.0,3,0,0,0,0,0,0,0,0,0,1,0.836252711454353,4.277777777777778,0.23376623376623376,0.0,0.0,0.0,0,0,0
doing other activities and this makes things easier for me. (S5),64,11,9,9.479999542236328,0,0,173.85260009765625,120.5,1.0,3,0,0,0,0,0,0,0,0,0,1,0.8209620512046697,5.818181818181818,0.171875,0.0,0.0,0.0,0,0,0
"Finally, it should be noted that 5 (25%) interviewees were not able to say whether or",85,16,9,9.479999542236328,0,0,190.652587890625,85.10399627685547,1.0,3,0,0,0,0,0,0,0,0,0,1,0.7988931008382202,5.3125,0.18823529411764706,0.0,0.0,0.0,0,0,0
not the use of mobile devices made them study the target language more effectively or,85,15,9,9.479999542236328,0,0,202.172607421875,85.10399627685547,1.0,0,0,0,0,0,0,0,0,0,0,0,0.7837600696486328,5.666666666666667,0.17647058823529413,0.0,0.0,0.0,0,0,0
efficiently and they expressed their opinion by simply claiming that “It’s difficult to say”.,93,14,9,9.479999542236328,0,0,213.69256591796875,85.10399627685547,1.0,3,0,0,0,0,0,0,0,0,0,1,0.7686271186365936,6.642857142857143,0.15053763440860216,0.0,0.0,0.0,0,0,0
5. Discussion and conclusions ,30,4,9,9.479999542236328,1,0,230.5225830078125,85.10399627685547,1.0,3,0,0,0,0,0,0,0,1,0,1,0.746518720916346,7.5,0.13333333333333333,0.0,0.0,0.0,1,1,0
The picture that emerges from the analysis of the collected data regarding the advanced,87,14,9,9.479999542236328,0,0,247.32257080078125,85.10399627685547,1.0,3,0,0,0,0,0,0,0,0,0,0,0.7244497705498966,6.214285714285714,0.16091954022988506,0.0,0.0,0.0,0,0,0
learners' use of mobile devices for learning English is relatively encouraging. This is,87,13,9,9.479999542236328,0,0,258.84259033203125,85.10399627685547,1.0,3,0,0,0,0,0,0,0,0,0,1,0.709316739360309,6.6923076923076925,0.14942528735632185,0.0,0.0,0.0,0,0,0
"because all the study participants used, at least to some extent, their mobile devices",86,14,9,9.479999542236328,0,0,270.362548828125,85.10399627685547,1.0,0,0,0,0,0,0,0,0,0,0,1,0.69418378834827,6.142857142857143,0.16279069767441862,0.0,0.0,0.0,0,0,0
(i.e. smartphones and/or tablet computers) in order to learn the English language,81,12,9,9.479999542236328,0,0,282.0025634765625,85.10399627685547,1.0,3,0,0,0,0,0,0,0,0,0,1,0.6788931280985866,6.75,0.14814814814814814,0.0,0.0,0.0,0,0,0
"autonomously. Moreover, the positive impact of using mobile devices for English study",85,12,9,9.479999542236328,0,0,293.5225830078125,85.10399627685547,1.0,3,0,0,0,0,0,0,0,0,0,1,0.6637600969089992,7.083333333333333,0.1411764705882353,0.0,0.0,0.0,0,0,0
was acknowledged by the majority of the interviewees. Their beneficial contribution to,86,12,9,9.479999542236328,0,0,305.0426025390625,85.10399627685547,1.0,3,0,0,0,0,0,0,0,0,0,1,0.6486270657194116,7.166666666666667,0.13953488372093023,0.0,0.0,0.0,0,0,0
their English development was chiefly linked with easy access to English language,81,12,9,9.479999542236328,0,0,316.56256103515625,85.10399627685547,1.0,3,0,0,0,0,0,0,0,0,0,0,0.6334941147073726,6.75,0.14814814814814814,0.0,0.0,0.0,0,0,0
"resources, the opportunity to store them, comfort in using their smartphones and",80,12,9,9.479999542236328,0,0,328.08258056640625,85.10399627685547,1.0,0,0,0,0,0,0,0,0,0,0,1,0.6183610835177851,6.666666666666667,0.15,0.0,0.0,0.0,0,0,0
tablets anywhere and anytime as well as perceived gains in English learning. The results,88,14,9,9.479999542236328,0,0,339.7225646972656,85.10399627685547,1.0,3,0,0,0,0,0,0,0,0,0,1,0.603070463356876,6.285714285714286,0.1590909090909091,0.0,0.0,0.0,0,0,0
of the study also showed that all interviewees engaged with their smartphones and/or,84,13,9,9.479999542236328,0,0,351.2425842285156,85.10399627685547,1.0,0,0,0,0,0,0,0,0,0,0,0,0.5879374321672886,6.461538461538462,0.15476190476190477,0.0,0.0,0.0,0,0,0
tablet computers to practice the target language vocabulary (plus some students also,84,12,9,9.479999542236328,0,0,362.7625732421875,85.10399627685547,1.0,0,0,0,0,0,0,0,0,0,0,0,0.5728044410664752,7.0,0.14285714285714285,0.0,0.0,0.0,0,0,0
claimed to learn pronunciation of English words) and the majority of the subjects used,86,14,9,9.479999542236328,0,0,374.3025817871094,85.10399627685547,1.0,3,0,0,0,0,0,0,0,0,0,0,0.5576451517297966,6.142857142857143,0.16279069767441862,0.0,0.0,0.0,0,0,0
